Survived,Age,SibSp,Parch,Fare,female,male,family,alone,Embarked_C,Embarked_Q,Embarked_S,Pclass_1,Pclass_2,Pclass_3
0,4.0,0,0,7,0,1,0,1,0,0,1,0,0,1
0,2.0,0,2,7,1,0,2,0,0,1,0,0,0,1
0,3.0,1,0,26,0,1,1,0,0,0,1,0,1,0
0,3.0,1,1,24,0,1,2,0,0,0,1,0,0,1
1,2.0,0,0,33,1,0,0,1,0,0,1,0,1,0
0,4.0,0,0,0,0,1,0,1,0,0,1,0,0,1
0,2.0,0,0,7,0,1,0,1,1,0,0,0,0,1
1,4.0,1,0,56,0,1,1,0,1,0,0,1,0,0
1,2.0,2,1,27,1,0,3,0,0,0,1,0,1,0
0,2.0,0,0,7,0,1,0,1,0,0,1,0,0,1
0,2.0,0,0,42,0,1,0,1,0,0,1,1,0,0
0,4.0,0,0,8,0,1,0,1,0,0,1,0,0,1
1,3.0,0,0,26,0,1,0,1,1,0,0,1,0,0
0,3.0,1,0,15,0,1,1,0,0,0,1,0,0,1
0,2.0,0,0,7,0,1,0,1,0,0,1,0,0,1
1,2.0,0,0,30,0,1,0,1,0,0,1,1,0,0
1,2.0,1,2,41,1,0,3,0,1,0,0,0,1,0
1,3.0,0,0,153,1,0,0,1,0,0,1,1,0,0
0,3.0,1,5,31,1,0,6,0,0,0,1,0,0,1
0,2.0,0,0,7,0,1,0,1,0,0,1,0,0,1
1,2.0,1,0,15,1,0,1,0,0,1,0,0,0,1
0,2.0,0,0,7,0,1,0,1,0,1,0,0,0,1
0,3.0,0,0,8,0,1,0,1,0,0,1,0,0,1
1,2.0,1,2,65,1,0,3,0,0,0,1,0,1,0
0,3.0,1,1,14,0,1,2,0,0,0,1,0,0,1
0,2.0,1,0,16,1,0,1,0,0,0,1,0,0,1
1,0.0,2,1,39,1,0,3,0,0,0,1,0,1,0
0,2.0,0,0,10,0,1,0,1,0,0,1,0,1,0
0,2.0,1,0,14,0,1,1,0,1,0,0,0,0,1
1,4.0,1,0,52,0,1,1,0,0,0,1,1,0,0
1,1.0,1,1,15,0,1,2,0,1,0,0,0,0,1
0,2.0,0,0,7,0,1,0,1,0,0,1,0,0,1
0,2.0,0,0,16,0,1,0,1,0,0,1,0,0,1
0,7.0,0,0,32,0,1,0,1,0,0,1,1,0,0
0,5.0,0,0,12,0,1,0,1,0,1,0,0,1,0
1,2.0,0,0,77,1,0,0,1,0,0,1,1,0,0
0,2.0,0,0,7,0,1,0,1,0,0,1,0,0,1
0,2.0,0,0,7,0,1,0,1,0,1,0,0,0,1
1,8.0,0,0,30,0,1,0,1,0,0,1,1,0,0
0,5.0,0,0,7,0,1,0,1,0,0,1,0,0,1
1,3.0,0,0,30,0,1,0,1,1,0,0,1,0,0
0,2.0,0,0,0,0,1,0,1,0,0,1,1,0,0
0,0.0,3,2,27,1,0,5,0,0,0,1,0,0,1
1,2.0,0,0,13,1,0,0,1,0,0,1,0,1,0
0,3.0,0,0,7,0,1,0,1,0,0,1,0,0,1
0,3.0,1,1,26,0,1,2,0,0,0,1,0,1,0
0,4.0,0,5,39,1,0,5,0,0,0,1,0,0,1
0,2.0,1,0,16,0,1,1,0,0,0,1,0,0,1
0,1.0,0,0,7,0,1,0,1,0,0,1,0,0,1
1,2.0,0,0,69,1,0,0,1,1,0,0,1,0,0
0,0.0,3,2,27,1,0,5,0,0,0,1,0,0,1
1,2.0,0,0,56,0,1,0,1,0,0,1,0,0,1
1,0.0,2,1,19,1,0,3,0,1,0,0,0,0,1
1,4.0,1,0,76,0,1,1,0,1,0,0,1,0,0
0,1.0,0,0,7,0,1,0,1,0,0,1,0,0,1
1,5.0,0,0,35,0,1,0,1,1,0,0,1,0,0
0,2.0,0,0,7,0,1,0,1,0,0,1,0,0,1
1,2.0,0,0,7,1,0,0,1,0,0,1,0,0,1
0,2.0,0,0,7,0,1,0,1,0,0,1,0,0,1
1,1.0,0,1,23,1,0,1,0,0,0,1,0,1,0
0,2.0,0,0,8,0,1,0,1,0,0,1,0,0,1
1,2.0,0,0,7,1,0,0,1,0,1,0,0,0,1
0,1.0,0,0,6,1,0,0,1,0,1,0,0,0,1
0,2.0,2,0,73,0,1,2,0,0,0,1,0,1,0
0,2.0,0,0,7,0,1,0,1,0,0,1,0,0,1
0,3.0,1,1,15,1,0,2,0,0,1,0,0,0,1
0,2.0,0,0,13,0,1,0,1,0,0,1,0,1,0
0,5.0,0,2,113,0,1,2,0,1,0,0,1,0,0
1,4.0,2,0,133,0,1,2,0,0,0,1,1,0,0
0,3.0,0,0,7,0,1,0,1,1,0,0,0,0,1
0,4.0,0,0,25,0,1,0,1,0,0,1,1,0,0
0,3.0,0,0,7,0,1,0,1,0,0,1,0,0,1
1,1.0,1,0,7,0,1,1,0,0,0,1,0,0,1
0,3.0,2,0,73,0,1,2,0,0,0,1,0,1,0
0,2.0,0,0,13,0,1,0,1,0,0,1,0,1,0
0,2.0,0,0,7,0,1,0,1,0,0,1,0,0,1
0,4.0,0,0,8,0,1,0,1,0,0,1,0,0,1
1,2.0,1,0,52,1,0,1,0,0,0,1,1,0,0
1,3.0,1,1,39,1,0,2,0,0,0,1,0,1,0
0,3.0,1,0,52,0,1,1,0,0,0,1,1,0,0
0,7.0,0,0,10,0,1,0,1,0,0,1,0,1,0
1,3.0,0,0,13,0,1,0,1,0,0,1,0,1,0
0,2.0,0,0,0,0,1,0,1,0,0,1,0,1,0
0,1.0,0,0,7,0,1,0,1,0,0,1,0,0,1
0,2.0,0,0,8,0,1,0,1,0,0,1,0,0,1
1,1.0,0,0,9,1,0,0,1,0,0,1,0,0,1
0,4.0,1,6,46,1,0,7,0,0,0,1,0,0,1
1,3.0,0,1,512,0,1,1,0,1,0,0,1,0,0
0,2.0,0,0,8,1,0,0,1,0,1,0,0,0,1
1,2.0,0,0,76,0,1,0,1,1,0,0,1,0,0
0,1.0,0,0,9,0,1,0,1,0,0,1,0,0,1
0,1.0,5,2,46,0,1,7,0,0,0,1,0,0,1
0,5.0,1,1,39,0,1,2,0,0,0,1,0,1,0
0,2.0,1,2,41,0,1,3,0,1,0,0,0,1,0
0,1.0,4,1,39,0,1,5,0,0,0,1,0,0,1
0,1.0,0,0,10,0,1,0,1,0,0,1,0,0,1
0,1.0,0,0,7,0,1,0,1,0,0,1,0,0,1
1,1.0,0,1,211,1,0,1,0,0,0,1,1,0,0
1,3.0,1,0,57,0,1,1,0,0,0,1,1,0,0
1,0.0,0,1,13,1,0,1,0,1,0,0,0,0,1
1,2.0,0,0,56,0,1,0,1,0,0,1,0,0,1
0,2.0,0,0,7,0,1,0,1,1,0,0,0,0,1
0,5.0,0,0,26,0,1,0,1,0,0,1,1,0,0
0,5.0,0,0,13,0,1,0,1,0,0,1,0,1,0
0,4.0,0,0,8,0,1,0,1,0,0,1,0,0,1
1,2.0,0,0,7,1,0,0,1,0,1,0,0,0,1
0,4.0,1,1,110,0,1,2,0,1,0,0,1,0,0
0,4.0,0,0,7,0,1,0,1,0,0,1,0,0,1
1,1.0,1,0,227,1,0,1,0,1,0,0,1,0,0
1,3.0,0,0,26,0,1,0,1,0,0,1,1,0,0
0,1.0,0,1,14,1,0,1,0,1,0,0,0,0,1
0,2.0,0,0,7,0,1,0,1,0,1,0,0,0,1
0,2.0,1,0,7,0,1,1,0,0,0,1,0,0,1
0,3.0,0,0,26,0,1,0,1,0,0,1,0,1,0
1,4.0,0,0,13,1,0,0,1,0,0,1,0,1,0
1,4.0,0,0,26,0,1,0,1,0,0,1,1,0,0
1,2.0,0,0,151,1,0,0,1,0,0,1,1,0,0
1,2.0,1,1,15,0,1,2,0,1,0,0,0,0,1
1,2.0,0,0,49,1,0,0,1,1,0,0,1,0,0
0,2.0,0,0,26,0,1,0,1,0,0,1,1,0,0
1,4.0,1,0,52,0,1,1,0,0,0,1,1,0,0
0,2.0,0,0,9,0,1,0,1,0,0,1,0,0,1
0,5.0,0,0,13,0,1,0,1,0,0,1,0,1,0
0,1.0,0,0,7,0,1,0,1,0,0,1,0,0,1
1,3.0,0,0,227,1,0,0,1,1,0,0,1,0,0
1,2.0,0,0,10,1,0,0,1,0,0,1,0,1,0
0,2.0,0,0,15,0,1,0,1,0,1,0,0,0,1
0,3.0,0,0,7,0,1,0,1,0,0,1,0,0,1
1,0.0,0,1,33,1,0,1,0,0,0,1,0,1,0
0,1.0,1,0,7,0,1,1,0,0,0,1,0,0,1
0,3.0,0,0,13,0,1,0,1,0,0,1,0,1,0
0,4.0,0,0,13,0,1,0,1,0,0,1,0,1,0
1,2.0,1,0,53,0,1,1,0,0,0,1,1,0,0
0,1.0,0,0,8,0,1,0,1,0,0,1,0,0,1
1,2.0,3,0,21,1,0,3,0,0,0,1,0,1,0
1,2.0,0,0,7,1,0,0,1,0,1,0,0,0,1
0,2.0,1,0,26,0,1,1,0,0,0,1,0,1,0
0,2.0,1,0,7,1,0,1,0,0,0,1,0,0,1
1,2.0,0,0,211,1,0,0,1,0,0,1,1,0,0
0,1.0,0,0,18,0,1,0,1,1,0,0,0,0,1
0,2.0,0,0,0,0,1,0,1,0,0,1,0,1,0
0,2.0,0,0,13,0,1,0,1,0,0,1,0,1,0
0,2.0,0,0,13,0,1,0,1,0,0,1,0,1,0
0,2.0,0,0,16,0,1,0,1,0,0,1,0,0,1
0,4.0,1,3,34,1,0,4,0,0,0,1,0,0,1
1,3.0,0,0,512,0,1,0,1,1,0,0,1,0,0
0,2.0,0,0,7,0,1,0,1,0,0,1,0,0,1
0,2.0,0,0,7,0,1,0,1,0,0,1,0,0,1
1,2.0,0,0,30,0,1,0,1,0,0,1,1,0,0
0,3.0,1,0,78,0,1,1,0,0,0,1,1,0,0
1,2.0,2,2,262,1,0,4,0,1,0,0,1,0,0
0,2.0,1,0,16,0,1,1,0,0,0,1,0,0,1
1,3.0,0,0,7,0,1,0,1,0,0,1,0,0,1
0,7.0,1,1,71,0,1,2,0,0,0,1,1,0,0
0,1.0,1,1,20,0,1,2,0,0,0,1,0,0,1
1,2.0,0,0,13,1,0,0,1,0,0,1,0,1,0
0,1.0,1,0,53,0,1,1,0,0,0,1,1,0,0
0,3.0,0,0,7,0,1,0,1,0,1,0,0,0,1
1,0.0,1,1,23,1,0,2,0,0,0,1,0,1,0
1,0.0,0,1,12,0,1,1,0,0,0,1,0,0,1
0,3.0,0,0,9,0,1,0,1,0,0,1,0,0,1
0,2.0,0,0,7,0,1,0,1,0,0,1,0,0,1
1,4.0,1,2,65,1,0,3,0,0,0,1,0,1,0
1,0.0,1,1,14,0,1,2,0,0,0,1,0,1,0
0,2.0,0,0,7,0,1,0,1,0,0,1,0,0,1
0,1.0,0,0,11,0,1,0,1,0,0,1,0,1,0
0,3.0,0,0,8,0,1,0,1,0,0,1,0,0,1
1,3.0,0,0,86,1,0,0,1,0,0,1,1,0,0
0,2.0,0,0,14,0,1,0,1,0,0,1,0,0,1
0,4.0,0,0,7,0,1,0,1,0,0,1,0,0,1
1,1.0,0,0,7,0,1,0,1,1,0,0,0,0,1
1,3.0,1,2,120,1,0,3,0,0,0,1,1,0,0
0,1.0,0,0,7,0,1,0,1,0,0,1,0,0,1
1,5.0,1,0,77,1,0,1,0,0,0,1,1,0,0
0,2.0,0,0,39,0,1,0,1,1,0,0,1,0,0
0,3.0,0,0,7,1,0,0,1,0,1,0,0,0,1
0,2.0,1,0,24,0,1,1,0,0,1,0,0,0,1
0,3.0,0,0,8,0,1,0,1,0,0,1,0,0,1
0,2.0,0,0,9,0,1,0,1,0,0,1,0,0,1
0,4.0,0,0,7,0,1,0,1,0,0,1,0,0,1
0,5.0,0,0,10,1,0,0,1,0,0,1,0,1,0
0,2.0,0,0,7,0,1,0,1,1,0,0,0,0,1
1,5.0,1,3,23,1,0,4,0,0,0,1,0,1,0
0,1.0,0,0,7,0,1,0,1,0,0,1,0,0,1
0,2.0,0,0,7,0,1,0,1,0,1,0,0,0,1
1,0.0,0,0,12,1,0,0,1,0,0,1,0,0,1
0,2.0,0,0,7,0,1,0,1,0,1,0,0,0,1
1,4.0,0,1,211,1,0,1,0,0,0,1,1,0,0
1,1.0,0,0,7,1,0,0,1,1,0,0,0,0,1
1,1.0,1,0,57,1,0,1,0,0,0,1,1,0,0
0,2.0,0,0,30,0,1,0,1,0,0,1,1,0,0
0,2.0,1,2,23,0,1,3,0,0,0,1,0,0,1
0,2.0,0,0,7,0,1,0,1,0,0,1,0,0,1
0,2.0,0,0,7,0,1,0,1,0,0,1,0,0,1
1,1.0,0,0,7,1,0,0,1,0,0,1,0,0,1
0,0.0,4,1,29,0,1,5,0,0,1,0,0,0,1
1,0.0,1,2,20,0,1,3,0,0,0,1,0,0,1
0,4.0,0,0,79,0,1,0,1,1,0,0,1,0,0
0,2.0,0,0,7,0,1,0,1,0,1,0,0,0,1
0,1.0,0,0,26,0,1,0,1,0,0,1,0,1,0
0,2.0,8,2,69,1,0,10,0,0,0,1,0,0,1
0,2.0,0,0,30,0,1,0,1,1,0,0,1,0,0
0,2.0,0,0,7,0,1,0,1,0,0,1,0,0,1
0,3.0,0,0,13,0,1,0,1,0,0,1,0,1,0
1,4.0,0,0,25,1,0,0,1,0,0,1,1,0,0
1,3.0,0,0,8,1,0,0,1,0,0,1,0,0,1
0,2.0,0,0,7,0,1,0,1,1,0,0,0,0,1
0,2.0,1,1,24,1,0,2,0,0,0,1,0,0,1
0,3.0,0,0,13,0,1,0,1,0,0,1,0,1,0
1,3.0,1,1,26,1,0,2,0,0,0,1,0,1,0
1,1.0,1,2,120,0,1,3,0,0,0,1,1,0,0
1,0.0,0,1,8,0,1,1,0,1,0,0,0,0,1
1,2.0,0,0,6,0,1,0,1,0,0,1,0,0,1
0,3.0,0,0,7,0,1,0,1,0,0,1,0,0,1
0,3.0,0,0,0,0,1,0,1,0,0,1,1,0,0
0,1.0,0,0,7,1,0,0,1,0,0,1,0,0,1
0,3.0,0,0,13,0,1,0,1,0,0,1,0,1,0
1,3.0,1,0,53,1,0,1,0,0,0,1,1,0,0
0,2.0,0,0,7,0,1,0,1,0,0,1,0,0,1
0,3.0,0,0,24,0,1,0,1,0,0,1,0,0,1
0,3.0,0,0,10,0,1,0,1,0,0,1,0,1,0
0,0.0,4,2,31,1,0,6,0,0,0,1,0,0,1
0,3.0,0,0,8,0,1,0,1,0,0,1,0,0,1
0,2.0,0,0,0,0,1,0,1,0,0,1,1,0,0
0,2.0,0,0,7,1,0,0,1,0,0,1,0,0,1
0,3.0,1,1,37,0,1,2,0,1,0,0,0,1,0
0,4.0,0,0,6,0,1,0,1,0,0,1,0,0,1
0,0.0,3,2,27,0,1,5,0,0,0,1,0,0,1
1,5.0,1,1,93,1,0,2,0,0,0,1,1,0,0
1,2.0,0,0,8,0,1,0,1,0,0,1,0,0,1
0,3.0,0,0,0,0,1,0,1,0,0,1,1,0,0
1,2.0,0,1,12,1,0,1,0,0,0,1,0,0,1
0,0.0,4,1,39,0,1,5,0,0,0,1,0,0,1
0,2.0,0,0,6,0,1,0,1,0,1,0,0,0,1
0,2.0,0,0,56,0,1,0,1,0,0,1,0,0,1
1,0.0,0,2,37,0,1,2,0,1,0,0,0,1,0
1,2.0,0,0,7,0,1,0,1,0,1,0,0,0,1
1,7.0,0,0,80,1,0,0,1,0,0,1,1,0,0
1,1.0,1,0,14,1,0,1,0,1,0,0,0,0,1
1,0.0,1,1,18,0,1,2,0,0,0,1,0,1,0
0,2.0,0,0,7,0,1,0,1,1,0,0,0,0,1
0,2.0,0,0,7,0,1,0,1,0,0,1,0,0,1
0,1.0,0,0,8,0,1,0,1,0,0,1,0,0,1
1,3.0,1,1,83,1,0,2,0,1,0,0,1,0,0
0,2.0,0,0,8,0,1,0,1,0,0,1,0,0,1
0,2.0,0,0,8,0,1,0,1,0,0,1,0,0,1
1,3.0,0,0,56,0,1,0,1,0,0,1,0,0,1
1,2.0,0,0,29,0,1,0,1,1,0,0,1,0,0
0,1.0,0,0,7,0,1,0,1,0,0,1,0,0,1
0,1.0,0,0,10,0,1,0,1,0,0,1,0,1,0
1,2.0,0,0,31,1,0,0,1,1,0,0,1,0,0
0,3.0,0,0,6,0,1,0,1,1,0,0,0,0,1
0,1.0,0,0,8,0,1,0,1,0,0,1,0,0,1
0,4.0,0,0,7,0,1,0,1,0,0,1,0,0,1
0,2.0,8,2,69,0,1,10,0,0,0,1,0,0,1
0,3.0,0,0,7,0,1,0,1,1,0,0,0,0,1
0,2.0,0,1,33,0,1,1,0,0,0,1,0,1,0
1,2.0,1,0,89,1,0,1,0,1,0,0,1,0,0
0,0.0,4,2,31,0,1,6,0,0,0,1,0,0,1
0,8.0,0,0,7,0,1,0,1,0,0,1,0,0,1
0,0.0,1,1,15,1,0,2,0,1,0,0,0,0,1
1,1.0,0,1,39,1,0,1,0,0,0,1,1,0,0
0,4.0,1,0,26,1,0,1,0,0,0,1,0,1,0
1,1.0,0,1,9,1,0,1,0,0,0,1,0,0,1
1,4.0,1,1,164,1,0,2,0,0,0,1,1,0,0
1,5.0,0,0,26,0,1,0,1,0,0,1,1,0,0
1,2.0,0,3,19,1,0,3,0,1,0,0,0,0,1
0,2.0,0,0,7,0,1,0,1,1,0,0,0,0,1
0,4.0,2,0,14,0,1,2,0,0,0,1,0,0,1
0,2.0,1,0,11,0,1,1,0,0,0,1,0,1,0
1,4.0,0,0,25,1,0,0,1,0,0,1,1,0,0
0,2.0,8,2,69,1,0,10,0,0,0,1,0,0,1
0,2.0,0,0,13,0,1,0,1,0,0,1,0,1,0
1,4.0,0,0,13,1,0,0,1,0,0,1,0,1,0
1,2.0,1,0,13,1,0,1,0,1,0,0,0,1,0
0,3.0,0,0,50,0,1,0,1,0,0,1,1,0,0
0,2.0,0,0,9,0,1,0,1,0,0,1,0,0,1
1,0.0,1,1,11,0,1,2,0,0,0,1,0,0,1
0,2.0,0,0,7,0,1,0,1,0,0,1,0,0,1
1,4.0,1,1,52,1,0,2,0,0,0,1,1,0,0
0,3.0,0,0,5,0,1,0,1,0,0,1,1,0,0
0,4.0,0,0,9,0,1,0,1,0,0,1,0,0,1
1,2.0,1,0,24,1,0,1,0,1,0,0,0,1,0
1,1.0,0,0,7,1,0,0,1,1,0,0,0,0,1
0,1.0,0,0,9,0,1,0,1,0,0,1,0,0,1
0,1.0,0,0,7,0,1,0,1,0,0,1,0,0,1
0,2.0,0,0,7,0,1,0,1,0,0,1,0,0,1
1,5.0,0,1,83,1,0,1,0,1,0,0,1,0,0
1,2.0,0,1,26,1,0,1,0,0,0,1,0,1,0
0,3.0,0,0,7,0,1,0,1,0,0,1,0,0,1
0,2.0,0,0,10,1,0,0,1,0,0,1,0,0,1
0,2.0,0,0,10,0,1,0,1,0,0,1,0,1,0
0,2.0,0,0,7,0,1,0,1,0,0,1,0,0,1
0,3.0,0,5,29,1,0,5,0,0,1,0,0,0,1
0,2.0,0,0,13,0,1,0,1,0,0,1,0,1,0
1,1.0,0,0,30,1,0,0,1,0,0,1,1,0,0
0,2.0,1,2,23,1,0,3,0,0,0,1,0,0,1
1,2.0,0,0,30,0,1,0,1,1,0,0,1,0,0
0,3.0,0,0,7,0,1,0,1,0,1,0,0,0,1
